method,dataset,session,condition,alpha1_strength,events,K,M,T,empirical_nu_base,mean_events_per_actor_mark_per_sec,ring_size,hub_actor,true_ring,n_injected_events,hawkes_sampler_used,seed,field_auc,precision,recall,f1,hub_correct,pred_ring,hub_pred,loglik_final,beta0_hat,beta1_hat,beta_gap_hat,eta_on_hat,eta_off_hat,active_mean,gate_gini,gate_effective_support,proposed_lr,proposed_lambda_g,proposed_lambda_h,proposed_lambda_e,proposed_lambda_0,proposed_n_inner_steps,proposed_stability_target,proposed_eta_prior_weight_s,proposed_eta_prior_weight_pi,proposed_eta_off_floor,proposed_eta_pi1_target,proposed_eta_beta_prior_kappa,proposed_eta_beta_prior_target,proposed_eta_gamma_prior_shape,proposed_eta_gamma_prior_rate,proposed_eta_gamma_prior_weight,proposed_pi1_init,g0_hat,h0_hat,sender0_score,receiver0_score,member0_score,g1_hat,h1_hat,sender1_score,receiver1_score,member1_score,g2_hat,h2_hat,sender2_score,receiver2_score,member2_score,g3_hat,h3_hat,sender3_score,receiver3_score,member3_score,g4_hat,h4_hat,sender4_score,receiver4_score,member4_score,g5_hat,h5_hat,sender5_score,receiver5_score,member5_score,g6_hat,h6_hat,sender6_score,receiver6_score,member6_score,g7_hat,h7_hat,sender7_score,receiver7_score,member7_score,g8_hat,h8_hat,sender8_score,receiver8_score,member8_score,g9_hat,h9_hat,sender9_score,receiver9_score,member9_score,g10_hat,h10_hat,sender10_score,receiver10_score,member10_score,g11_hat,h11_hat,sender11_score,receiver11_score,member11_score,g12_hat,h12_hat,sender12_score,receiver12_score,member12_score,g13_hat,h13_hat,sender13_score,receiver13_score,member13_score,g14_hat,h14_hat,sender14_score,receiver14_score,member14_score,g15_hat,h15_hat,sender15_score,receiver15_score,member15_score,g16_hat,h16_hat,sender16_score,receiver16_score,member16_score,g17_hat,h17_hat,sender17_score,receiver17_score,member17_score,g18_hat,h18_hat,sender18_score,receiver18_score,member18_score,g19_hat,h19_hat,sender19_score,receiver19_score,member19_score
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_2_seed_7,crypto_spikein_compact,2.0,5729,20,2,119.96303333333321,1.1939094571077604,1.1939094571077604,4,0,"[0, 4, 6, 18]",729,False,7,0.8400621118012422,0.25,0.25,0.25,0,"[0, 13, 11, 19]",13,-240.59988452434624,0.35354950510987415,0.49999616,0.14644665489012587,0.01900990913427042,0.07981801652096707,0.3170748665286888,0.09425133119402762,19.347951114602967,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0008127299364930769,0.2413730778512401,0.000627979269111862,0.28052090995574863,1.0,0.09684437944231812,0.04763808695999989,0.08783966161786204,0.05219405072758189,0.9336627913620076,0.07387737466220123,0.09543772651599342,0.06456092949638331,0.10608734394337786,0.6862291650069559,0.06097988269762568,0.13869791428312397,0.0514613056072098,0.15541357794280916,0.5540178019789156,0.03109270968448031,0.10473423144520214,0.026970717084614976,0.11952427401285703,0.4260797315669326,0.0932155521610826,0.08119351386394759,0.08237487738009246,0.08916476832333971,0.8755766647575591,0.078727636280625,0.1239579152225169,0.06724101667336431,0.13737250648866137,0.7147162701331072,0.08448248976935727,0.09471840779780913,0.07386399218157572,0.10459109295855312,0.7851130098999354,0.09525499034540348,0.04785785419800605,0.08637532208670114,0.052488648286955666,0.918098075959149,0.0973520368636911,0.014946559081841261,0.09050091512751188,0.016371005638453687,0.961949710215943,0.09066522159744836,0.08486203216371412,0.07989585319057049,0.09334115725732589,0.8492266925239189,0.10074473143921539,0.012398683297975336,0.09383153476885425,0.013551092436997463,0.9973514362019696,0.10017272704170876,0.01971006131665334,0.09279939732639367,0.021550126432724567,0.9863806707430891,0.10067147779179919,0.007870537110636774,0.09408071354083136,0.008602511355086983,1.0,0.0943144854278771,0.02827730860197647,0.0868046842770117,0.031032050033058957,0.9226618401372791,0.10090451926956871,0.05003414451047175,0.0913546679162258,0.05468172438412024,0.971024394671258,0.09663406557007498,0.006033966520619302,0.09043247013273935,0.006611987205282331,0.9612221966566117,0.0987201671967566,0.030800020123362727,0.09069276560213967,0.0337060216051185,0.9639889217334505,0.08117701942247141,0.10986825943160847,0.0701228563586935,0.12156876541850134,0.7453478371872673,0.10089984608690003,0.015738175365425457,0.09374092624053613,0.017198971471869134,0.9963883426527398
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_2_seed_8,crypto_spikein_compact,2.0,5831,20,2,119.98535000000004,1.2149399905905176,1.2149399905905176,4,0,"[0, 4, 6, 18]",831,False,8,0.8742236024844721,0.25,0.25,0.25,0,"[0, 9, 13, 11]",9,-106.95825474716777,0.35354950510987415,0.49999616,0.14644665489012587,0.08184818396246409,0.12879305602279237,0.495511886044851,0.11711629288859293,19.105821258651538,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0007849494081680568,0.19074857907698856,0.0006172403522135674,0.199948600234585,1.0,0.08341884315685122,0.06546947799364505,0.07283963225667597,0.0648750153564719,0.7991690311148312,0.045093543713157276,0.09300125645798488,0.03851513276508175,0.09462946794271113,0.4732689692835525,0.02749820233250591,0.10370585701653368,0.02328240310460273,0.10678783813951405,0.5340764477182022,0.015361293526267321,0.09508569692065025,0.013098049583217582,0.09870984311616265,0.49367608975683575,0.08559614791544135,0.0962180176851796,0.07291710163018357,0.09520367440224149,0.8000189959244965,0.07334490537976494,0.09965588430520361,0.06230608747017514,0.09945002318806566,0.6835989421340345,0.06642875309759277,0.10901428937545454,0.05600029341807489,0.10931452762672766,0.6144141430500887,0.09510912363895138,0.02640341835039542,0.08562426128157588,0.0259506975583328,0.9394371691387623,0.10078775447311099,0.020568983937922516,0.09114421282699801,0.020135881697100982,1.0,0.08547607331589951,0.0878938686060495,0.07330817195491317,0.08697505646797751,0.8043096723437652,0.09698541852238957,0.010397498676100257,0.08838870835175687,0.010205455221346771,0.9697676419623986,0.09643476153825765,0.036994113814074525,0.08611046335901665,0.036326242572236024,0.9447715953448851,0.09704757288290854,0.010728540550804029,0.08842277008839071,0.010529987699863762,0.9701413545172318,0.09293773763173696,0.06843150341312865,0.0809625915711126,0.06736159064991337,0.8882910835467823,0.09459434320840956,0.030368135566858773,0.08490018706677073,0.02985948805758867,0.9314928993673011,0.09678812910173204,0.0214279156781838,0.08746916833225643,0.021035912037919675,0.9596787949475494,0.09777953152918151,0.04299260347956217,0.08690369554903281,0.04217515584415198,0.9534746403919886,0.06616695083518478,0.10327045222443759,0.05604186355152341,0.10356914243497548,0.614870234908904,0.0954280605362185,0.012840004128806622,0.08680802420021679,0.012616458465902685,0.952424970359755
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_2_seed_9,crypto_spikein_compact,2.0,5759,20,2,119.96148333333349,1.2001768901101435,1.2001768901101435,4,0,"[0, 4, 6, 18]",759,False,9,0.7274074074074074,0.25,0.25,0.25,0,"[17, 0, 19, 11]",17,-197.2887253019265,0.35354950510987415,0.49999616,0.14644665489012587,0.020291022389807095,0.05219455563926878,0.42212335572320436,0.10259222941241908,19.24714534134016,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0007925454079856508,0.21825393547876493,0.0006098585984211964,0.24106635941229726,1.0,0.08669105902140542,0.08903962222055171,0.07447252687724652,0.09304456065255208,0.8300513539210719,0.05596967570447423,0.10300060687819326,0.047540518979254806,0.1098263412158128,0.5298742207295419,0.0495311596959139,0.12587676442724666,0.04128526619445534,0.13477858413965457,0.5590932906119096,0.01623523743714736,0.1015956788060563,0.013805517258940603,0.11112398930048305,0.46096846350272797,0.09118577973025033,0.09026871333186214,0.07825545765564337,0.0940472928583418,0.8722149133713069,0.07939778099718518,0.09284541846499228,0.06799816603129302,0.09749370524068976,0.7578898171597994,0.07561809038733894,0.1051544631696919,0.06411585918980836,0.11069921653939227,0.7146186380386307,0.09775915608694705,0.0365941646959389,0.08753245115471113,0.037960254248117845,0.975613862448337,0.09732962980636298,0.03835964356359392,0.08703011768948093,0.03980606090720219,0.9700149847088793,0.09164223092095611,0.033111350864695584,0.08227879979733717,0.034487574101712035,0.9170580351510376,0.09791289803043213,0.012773282502769922,0.0892923925720334,0.013247961640770993,0.9952297102988878,0.09595139502992153,0.01185702870457524,0.0875601326811667,0.012313598194504389,0.9759223935198142,0.09811719642256686,0.02412925608315651,0.0887054137651542,0.025023981185435445,0.9886873976662555,0.09360612545052639,0.0689247395462643,0.08172014971885667,0.07169417655242388,0.910831467133879,0.09641961612187475,0.028724880351518343,0.08686172852138546,0.029822398357931032,0.968138162975763,0.09663503601765346,0.01095111927622299,0.08824740364824629,0.011368003642296922,0.9835825364027778,0.09883450359671749,0.01870936807555855,0.08972038479962287,0.019393280524127268,1.0,0.0770460061862539,0.11146239856706149,0.06498752957004046,0.11722363074266155,0.7243340486688776,0.09759973989391306,0.006757539132711229,0.08941156497834213,0.007010270225033591,0.9965579748462912
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_2_seed_10,crypto_spikein_compact,2.0,5740,20,2,119.95941666666657,1.1962378943434353,1.1962378943434353,4,0,"[0, 4, 6, 18]",740,False,10,0.794074074074074,0.25,0.25,0.25,0,"[19, 0, 16, 8]",19,-248.33549238572618,0.35354950510987415,0.49999616,0.14644665489012587,0.046198495396355545,0.08956212884106353,0.46290666128171537,0.10700156166905495,19.190127776384355,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0008101553610387934,0.20155363272558824,0.00062502725358465,0.21450382725536402,1.0,0.08707330422961707,0.07709622119569373,0.07468606837105606,0.07744161702686335,0.8510942883656731,0.05226036989592641,0.11074933536838469,0.04360654178405013,0.11391231579084733,0.531050271915364,0.0317137019755371,0.11732693450982573,0.026317278283482792,0.12235050987684092,0.5703884701841904,0.01441726257076214,0.09762645171814367,0.01216076013485819,0.10297903288080747,0.48008016546116106,0.09091067327223129,0.05139964063585306,0.07959587992086606,0.05149257577252927,0.9070446504363392,0.07777302729816894,0.09888068815196772,0.06553234823234921,0.09995921831206746,0.7467819434093754,0.0649070186989741,0.11490939065464809,0.053971530925267665,0.11718682554600972,0.615039226280229,0.09820311023394492,0.04027740160604728,0.08673848037804707,0.0401457110476837,0.9884390334286655,0.09560467647729076,0.017187599049510987,0.08596994124538308,0.017162649885742315,0.9796810511106496,0.08920001769402697,0.07657949208210604,0.07654055129197052,0.07681166836586513,0.8722272768371034,0.09516445551365933,0.012931942163330627,0.08585688546681038,0.0129174667479659,0.9783927100651427,0.09472402214814829,0.04217931707273319,0.08353716406095718,0.04214420961596817,0.9519580391528583,0.09527931241569886,0.006499699147643764,0.08638582891223173,0.006491679516009286,0.9844203502272943,0.09589738722867579,0.05898612851151478,0.08345701417368084,0.05888839629719798,0.9510446812433867,0.09375003121177429,0.015971265626887,0.08438239233134438,0.01596871255709914,0.9615899419826842,0.09610720228112692,0.0046596343024489905,0.08725601298831286,0.004651320592888301,0.994336640013763,0.09649364575648536,0.04547206511713184,0.08488148590275518,0.04537835014621415,0.9672774242300745,0.06860002524336933,0.11069743211314415,0.057240499098652156,0.11260452836212353,0.6522911556145482,0.09731018118366679,0.013540550297655952,0.0877529897591877,0.013504064918760657,1.0
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_2_seed_11,crypto_spikein_compact,2.0,5851,20,2,119.99183333333326,1.2190412958659693,1.2190412958659693,4,0,"[0, 4, 6, 18]",851,False,11,0.8400621118012422,0.25,0.25,0.25,0,"[0, 11, 19, 13]",11,-104.53758149464333,0.35354950510987415,0.49999616,0.14644665489012587,0.05268443131164672,0.08245001452874187,0.5049994727237445,0.10064587672886849,19.301275016317557,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0008039609692533483,0.20696115789042135,0.0006148392243108881,0.22304240034620787,1.0,0.08636662247453583,0.07572434873453923,0.07390983986046691,0.07712134029511683,0.834194170250878,0.056259653622294306,0.11543599316265679,0.046595958216594464,0.1199603969069071,0.5378367374127242,0.02784926724883439,0.1239145617886849,0.022904349099434798,0.13121980997270905,0.5883177806956381,0.016159912051831572,0.1051988716127575,0.013499712490033103,0.11224994783510217,0.5032673055027522,0.09049555381088187,0.07352255640655478,0.07758585939327761,0.07466182180133686,0.8756841000056746,0.08481669628648714,0.0907442316418572,0.07171079238276483,0.09251506554085279,0.8093743006710337,0.08157540954785801,0.10591881840549039,0.06810288789791269,0.1082179683685742,0.7686531613238561,0.0961730537990267,0.007943814762932298,0.0868118425975392,0.008035365146741991,0.9798145029176167,0.09629289956166048,0.012494200775509124,0.08662292968866009,0.012638097634382594,0.9776823098622724,0.0865408859580055,0.0775964030226047,0.07395130740574364,0.07901150801617697,0.8346621997390999,0.09864890494030906,0.014640013103869141,0.08860028335877611,0.014785737116592815,1.0,0.09414049727222554,0.027598675007314465,0.08370733320929825,0.027957756769856054,0.9447750056321553,0.09770595179811004,0.010704356105044487,0.08801998587753249,0.010816723822347602,0.9934503879756933,0.09066166897906557,0.0542979144468521,0.07893869407091415,0.055131302918308436,0.8909530655930464,0.09395820654362941,0.039192954409503204,0.08278832920697024,0.03970717218588679,0.9344025331355763,0.0962014052481164,0.00789309187502572,0.08685191479770067,0.007984248053380707,0.9802667836400067,0.09781970187960434,0.038127481495627474,0.08625843830292675,0.038523701064519016,0.9735684247603775,0.06506038375246488,0.1157373392844107,0.05387566844052258,0.11957290264404934,0.6080755771667185,0.09804836762526271,0.006720534001215833,0.08859224800037181,0.0067899470827019704,0.9999093077572703
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_3_seed_7,crypto_spikein_compact,3.0,6125,20,2,119.98766666666664,1.276172828874079,1.276172828874079,4,0,"[0, 4, 6, 18]",1125,False,7,0.8850931677018633,0.25,0.25,0.25,0,"[19, 0, 13, 16]",19,315.57938681103326,0.35354950510987415,0.49999616,0.14644665489012587,0.04964299305504945,0.082747624265282,0.515148775062947,0.104093240483627,19.25674838105325,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0008168719468194926,0.18970408944637418,0.0006275512208785979,0.1962280897886058,1.0,0.08937192349893358,0.06770686302134823,0.07622046130815062,0.06588045073658569,0.8754191900226248,0.036351470917688776,0.10247165416572607,0.030126506993796112,0.10347667397404156,0.5273285495747105,0.023696152415301302,0.12368307694013717,0.01929000216354856,0.1259799575813658,0.6420077661515358,0.00933965618821482,0.11361076989724925,0.007668050795062139,0.11684870722310206,0.5954739066612827,0.08695047699136094,0.07041191130488103,0.07398829793936788,0.0686326168732475,0.8497819974005828,0.06378829366461906,0.1082520296477349,0.05260759241307513,0.10725434011374156,0.6042169667945827,0.07500106719149335,0.10130846959033715,0.06221283168380044,0.09958814787151209,0.7145365665193443,0.09636763578569851,0.023563076726182935,0.08512828072717869,0.022813788797208138,0.9777286739438338,0.09651240431504168,0.043528973660206485,0.0839232711160504,0.0421401527809908,0.9638887086689109,0.0906943765937454,0.061454647027992595,0.0777419289508093,0.059740255803635914,0.8928937886871104,0.09448154443786504,0.014064135565992203,0.08408633744988485,0.013635110154987912,0.9657615836874467,0.09307761275446658,0.028611720121294447,0.08190470226068103,0.0277671938710577,0.9407047252339616,0.098446424977609,0.022429403403426904,0.08704569602417203,0.02168370679560889,0.999750872673972,0.09239190676468982,0.037147307443608085,0.0807486081154675,0.03606864100180348,0.9274265715358221,0.09541351357734332,0.0436738200023346,0.0829634731778642,0.042315885516181435,0.9528650869377933,0.09731284628797494,0.014439069593629752,0.08658345411715557,0.013970274049996168,0.9944418594655778,0.09739731434560564,0.020119111119082572,0.08627764518993365,0.019464774131918394,0.9909295348381005,0.05846628810435098,0.10480105633122727,0.048356755601946036,0.1042186767709415,0.555394589518849,0.09730439046828815,0.007091745290039475,0.08706738688945205,0.00686139030174239,1.0
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_3_seed_8,crypto_spikein_compact,3.0,6084,20,2,119.97626666666656,1.2677507329227349,1.2677507329227349,4,0,"[0, 4, 6, 18]",1084,False,8,0.9274074074074075,0.25,0.25,0.25,0,"[0, 13, 19, 17]",13,245.49275784006858,0.35354950510987415,0.49999616,0.14644665489012587,0.07057322001845552,0.1081578188439284,0.49025117119325873,0.10383279365455556,19.25602607280008,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0008245918796298545,0.19709979338088846,0.0006223856133411887,0.2078478389553859,1.0,0.08901642971301496,0.06002175658393322,0.0756450003314786,0.05962352292860704,0.8597865214046692,0.04995455961083875,0.11295169509025924,0.040619543037315554,0.11526311783878769,0.554555286300228,0.03873512508142625,0.11123917654081404,0.03154222284127533,0.11438247758352536,0.5503183394082694,0.009148852416110808,0.11177288949243513,0.007446584197827377,0.11722159137917401,0.5639779175396449,0.08964329938979933,0.07349062258173603,0.07534217823752623,0.0729748006935209,0.8563446236768237,0.06902264407793138,0.10612431802156747,0.056450236549373624,0.10689460228157552,0.6416174539305203,0.07099133372601255,0.11294363726777351,0.057724965684283036,0.11361237695074725,0.6561061170785706,0.09522029529064428,0.04383054013203205,0.0819873093609004,0.043353022111393816,0.9318736625796926,0.0952953950132572,0.007513076437909657,0.08445168390859413,0.007431036846216057,0.959883921162745,0.08966446024812033,0.06941846195458361,0.07561291240268693,0.06893059135456012,0.8594218076951844,0.09686790934958277,0.01465168244797825,0.08536532400298878,0.01447495543314019,0.9702684202721795,0.09582075174785275,0.017961619609180243,0.08422383978488855,0.01775864685507383,0.957294228444325,0.09917457781551602,0.006166137870026267,0.08798114235135275,0.0060819426626580785,1.0,0.09717696557010222,0.03558677138273115,0.0842283479148655,0.03515103577887378,0.9573454681742996,0.0952099606083287,0.03648283892891213,0.08246321303543698,0.0360871730864772,0.937282818017071,0.09666389904152321,0.007527682463610087,0.0856624933100271,0.007438263109653017,0.9736460680168697,0.09857230003465556,0.028509665923762945,0.08591964529769898,0.02813230063812642,0.9765688760277608,0.04810136034107985,0.12714074615065296,0.03863844156293271,0.12990500389604606,0.6250005030070575,0.0970861670071123,0.005598279051831399,0.08616661644897965,0.005529785490231193,0.979375967919048
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_3_seed_9,crypto_spikein_compact,3.0,6158,20,2,119.99225000000013,1.2829995270527874,1.2829995270527874,4,0,"[0, 4, 6, 18]",1158,False,9,0.8740740740740741,0.25,0.25,0.25,0,"[0, 13, 16, 19]",13,379.42848014431837,0.35354950510987415,0.49999616,0.14644665489012587,0.07120739620657225,0.11145037785630925,0.4827031515416597,0.10419951021223173,19.246847674709173,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0008223503808422294,0.20202460171665743,0.0006075839200226004,0.21205376702423528,1.0,0.08988449911758419,0.0651397846122532,0.0749386402699064,0.06435215634691542,0.8744240167586349,0.0634378014309469,0.10229816300995678,0.051256356310808854,0.10293649908733643,0.5980864986111559,0.030773995318502896,0.12576164198134687,0.024363747663167172,0.12939124854532796,0.6101813250529996,0.008840822867507961,0.1042858555489569,0.0071308040155706786,0.10888026535159877,0.5134559356314335,0.0890776327288733,0.07332710890842217,0.07375975443644961,0.07248073061705701,0.8606681481963239,0.057202845612861555,0.12216301712129982,0.04543033313906213,0.1234573502775192,0.5821983358749268,0.07739827684226601,0.08485060620743531,0.06347191966802476,0.08456541918329176,0.7406242059850086,0.09334562067657734,0.024707432893690075,0.08043855205610644,0.024349999032436325,0.9385999203857318,0.09650980857874,0.013470297330371705,0.0839188675591841,0.013246887784512969,0.9792100976030869,0.0897772252372144,0.054945040477551874,0.07548394578471758,0.05428556382653612,0.8807869322973267,0.09575713978881822,0.010146560103537993,0.08348796265981957,0.009982123484965726,0.974182069451172,0.09606354372946696,0.022665315016283577,0.0829177477700758,0.022292968869063574,0.9675284980424903,0.09825125053789183,0.00958246779979648,0.08570057413072121,0.00941116315588992,1.0,0.0938313038065222,0.04774790974529,0.07936208889713743,0.04703969537595749,0.9260391742076834,0.09482977496053105,0.04518310367753556,0.08037368003277585,0.04448063983159633,0.9378429590235869,0.09828631466412913,0.01216073270221261,0.0855552046959633,0.01194263611780893,0.9983037519149384,0.0965255037761598,0.015777599107695585,0.08377591970295682,0.015514086419412121,0.9775421057876618,0.04778189161677063,0.12100057621811547,0.03798555156854502,0.12307122434062147,0.5803774489257522,0.09673371050804383,0.010705118206990879,0.08429984422246588,0.010524653831398395,0.9836555364714504
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_3_seed_10,crypto_spikein_compact,3.0,6156,20,2,119.97741666666649,1.2827414048060455,1.2827414048060455,4,0,"[0, 4, 6, 18]",1156,False,10,0.9161490683229814,0.25,0.25,0.25,0,"[0, 9, 13, 12]",9,345.72244058750124,0.35354950510987415,0.49999616,0.14644665489012587,0.06327448896631531,0.09618443808135704,0.5033880956544481,0.10114245691597001,19.289909339336017,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.000818618215123221,0.19527412164213137,0.0006161872263136702,0.20844103392855948,1.0,0.09204265769459502,0.0697150492095533,0.07729073102785784,0.07000907675408605,0.8797977272814688,0.04236800069486861,0.0977087885957357,0.03475560224662017,0.10148009311708012,0.4868527621670747,0.04703641264109438,0.10783428619519374,0.038254275793429486,0.11164923899160445,0.5356394414636746,0.00962785439470192,0.11876695281727256,0.007757227656605968,0.1260508873410387,0.6047316354429572,0.0858449984373217,0.07942971706498408,0.07150713662145464,0.0801051242015171,0.8139632714987003,0.06129471045128598,0.14885704533275962,0.048106724642831396,0.1526544674884987,0.7323628395588322,0.07716403177032297,0.0881881764146989,0.06380809046071566,0.08946740549884971,0.7263252944169224,0.09484906061264828,0.014031494084258331,0.0833079000807321,0.01406291251360246,0.9482909552143123,0.09959563986471295,0.008566006527112556,0.08785056909237804,0.008557146167497698,1.0,0.09118285924965838,0.0621864059809463,0.07704308895831574,0.06248752718974128,0.8769788261394432,0.09787977546300769,0.008201918388742159,0.08636406909849204,0.008203403069932204,0.9830792218053489,0.09993593420529664,0.03219267458241788,0.08651423266949279,0.03215199357026385,0.9847885285583063,0.09851410445623748,0.006094168170152829,0.08706788716899173,0.006092378606991882,0.9910907586430853,0.09771064879169819,0.04180307278816905,0.08393902642672837,0.04181427865440987,0.9554750446575191,0.0954089040688729,0.021383889858841536,0.08331121836407156,0.021423953624383596,0.9483287271191927,0.09724790987015736,0.006672218273942328,0.08590731390186415,0.0066762633469463675,0.9778799931452865,0.09732527250425457,0.031401393431452464,0.08431164212191178,0.03141847171250509,0.9597165162727068,0.05758845323797361,0.13388087434660179,0.0457955220562621,0.13763466346207612,0.660305031442363,0.09735379137323297,0.008972746945500354,0.08584871304269434,0.008976839418178898,0.9772129415851744
Proposed,binance_vision,ftx_k20_q99_minutes_spikein_compact_alpha_3_seed_11,crypto_spikein_compact,3.0,6239,20,2,119.98933333333355,1.2999072139745733,1.2999072139745733,4,0,"[0, 4, 6, 18]",1239,False,11,0.8770370370370371,0.25,0.25,0.25,0,"[0, 11, 9, 8]",11,468.673483598996,0.35354950510987415,0.49999616,0.14644665489012587,0.06302608986268558,0.0973326122940152,0.5032475277655807,0.10850590716827702,19.226149845141023,0.0025,0.05,0.05,0.05,0.1,1,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.0008133882223903186,0.2003774949055219,0.000601257016341537,0.21412147811559615,1.0,0.08414828937978275,0.07244668677654031,0.06966791749918061,0.07323513964333314,0.7972283797997491,0.054887132955671394,0.10127724713596722,0.04434433659987998,0.10442070865268965,0.5074439554079225,0.04672507699166621,0.11390246095389459,0.037345493410168996,0.11808970163580326,0.5515079695650665,0.014245377007286323,0.11725357286899411,0.011352134420736968,0.1242004964651501,0.5800468853390733,0.09227492751903439,0.05200443056824358,0.07770770245532721,0.05227255098284343,0.889229762424722,0.06538401672103872,0.12154031994603191,0.0519152024061721,0.12444297646935115,0.5940793723557964,0.07711713958013983,0.08415241351849145,0.06322128123326883,0.08547293543803078,0.7234578184004996,0.0965750222220751,0.004895615687088451,0.08446930931868515,0.004906087281020471,0.9666046155568127,0.09810290647124117,0.009891895548402899,0.08547217107623457,0.00990335487906011,0.9780806275122964,0.08628619823765567,0.10237541357683476,0.0696524986560645,0.10332815889314374,0.7970519379057311,0.10096900564257882,0.018274776902986675,0.087387653606461,0.018260979522705237,1.0,0.09674524156338174,0.01385294766569211,0.08403098657021126,0.013882048197707431,0.9615887725814671,0.09646557802507341,0.008213669787141685,0.08416332887966231,0.008232152386417358,0.9631032005811826,0.08930264712488861,0.06347662606641497,0.07449721250815793,0.06393253283320323,0.8524912780430802,0.09481776302376363,0.018414811233065848,0.0820549806252821,0.018477776360874918,0.9389768146746004,0.0957056761441822,0.015114867833345596,0.08304228901313701,0.015156992255858493,0.9502748453129,0.09566669227685162,0.013238467341500089,0.08312860317707271,0.013275233696251528,0.9512625610870802,0.06011997697916113,0.12891654406998665,0.047423879271861605,0.13245650890183994,0.6186044952965047,0.09609128203486639,0.007283195837415695,0.08389156997687074,0.007301995109897025,0.9599933916828294
